cart_id,customer_id,total_price
288,288,1500
289,289,3000
290,290,1000
291,291,3000
292,292,3000
293,293,3000
294,294,1000
295,295,1000
296,296,2000
297,297,3000
298,298,1000
299,299,3000
300,300,1500
301,301,1500
302,302,3000
303,303,500
304,304,1000
305,305,1500
306,306,3000
307,307,1500
308,308,3000
309,309,2500
310,310,3000
311,311,3000
312,312,1500
313,313,2000
314,314,2500
315,315,2500
316,316,1500
317,317,2000
318,318,3000
319,319,1500
320,320,2000
321,321,2500
322,322,1000
323,323,2500
324,324,1500
325,325,1000
326,326,3000
327,327,3000
328,328,3000
329,329,3000
330,330,2000
331,331,1000
332,332,1500
333,333,1500
334,334,3000
335,335,3000
336,336,2500
337,337,3000
338,338,1500
339,339,2500
340,340,1500
341,341,3000
342,342,1000
343,343,1500
344,344,3000
345,345,3000
346,346,1000
347,347,1500
348,348,2000
349,349,1500
350,350,3000
351,351,3000
352,352,2500
353,353,3000
354,354,1500
355,355,3000
356,356,1500
357,357,1500
358,358,1000
359,359,2000
360,360,500
361,361,2000
362,362,3000
363,363,2000
364,364,1000
365,365,3000
366,366,3000
367,367,2000
368,368,2000
369,369,500
370,370,3000
371,371,1500
372,372,2000
373,373,3000
374,374,500
375,375,500
376,376,3000
377,377,3000
378,378,1000
379,379,2000
380,380,1500
381,381,500
382,382,500
383,383,500
384,384,2000
385,385,1500
386,386,1000
387,387,1000
388,388,2000
389,389,2500
390,390,2500
391,391,2500
392,392,1000
393,393,1000
394,394,3000
395,395,2500
396,396,1500
397,397,2500
398,398,3000
399,399,2500
400,400,1000
401,401,3000
402,402,1500
403,403,2500
404,404,2500
405,405,1500
406,406,3000
407,407,1500
408,408,1500
409,409,2000
410,410,500
411,411,3000
412,412,1500
413,413,1500
414,414,2500
415,415,2500
416,416,2500
417,417,1500
418,418,2000
419,419,2000
420,420,1500
421,421,1500
422,422,1500
423,423,500
424,424,2500
425,425,1500
426,426,500
427,427,3000
428,428,1500
429,429,1500
430,430,3000
431,431,3000
432,432,2000
433,433,3000
434,434,500
435,435,3000
436,436,3000
437,437,3000
438,438,1500
439,439,1500
440,440,1500
441,441,2500
442,442,500
443,443,3000
444,444,1000
445,445,3000
446,446,3000
447,447,3000
448,448,2000
449,449,1000
450,450,2500
451,451,3000
452,452,3000
453,453,1500
454,454,3000
455,455,2000
456,456,1500
457,457,500
458,458,1500
459,459,500
460,460,3000
461,461,3000
462,462,1500
463,463,1500
464,464,1500
465,465,2500
466,466,3000
467,467,1500
468,468,3000
469,469,3000
470,470,1000
471,471,3000
472,472,1500
473,473,1000
474,474,2500
475,475,500
476,476,500
477,477,1500
478,478,1500
479,479,500
480,480,1500
481,481,1500
482,482,1500
483,483,3000
484,484,1500
485,485,1500
486,486,1500
487,487,3000
488,488,3000
489,489,1500
490,490,3000
491,491,1500
492,492,500
493,493,2000
494,494,3000
495,495,2500
496,496,2500
497,497,3000
498,498,1000
499,499,2500
500,500,3000
501,501,1000
502,502,500
503,503,500
504,504,3000
505,505,2000
506,506,1500
507,507,3000
508,508,3000
509,509,1500
510,510,1500
511,511,2500
512,512,1500
513,513,1500
514,514,3000
515,515,3000
516,516,1000
517,517,1000
518,518,3000
519,519,2000
520,520,1500
521,521,2000
522,522,1000
523,523,3000
524,524,3000
525,525,1500
526,526,500
527,527,3000
528,528,1500
529,529,1500
530,530,3000
531,531,2000
532,532,2000
533,533,1500
534,534,2500
535,535,1000
536,536,3000
537,537,3000
538,538,1500
539,539,500
540,540,3000
541,541,2000
542,542,1000
543,543,3000
544,544,500
545,545,1000
546,546,3000
547,547,2500
548,548,1500
549,549,1500
550,550,500
551,551,3000
552,552,1500
553,553,2500
554,554,1500
555,555,3000
556,556,500
557,557,3000
558,558,3000
559,559,2500
560,560,1500
561,561,1500
562,562,3000
563,563,3000
564,564,2000
565,565,3000
566,566,1500
567,567,1000
568,568,1000
569,569,3000
570,570,1500
571,571,2000
572,572,3000
573,573,3000
574,574,2000
575,575,3000
576,576,2500
577,577,500
578,578,3000
579,579,3000
580,580,1500
581,581,1500
582,582,3000
583,583,1500
584,584,3000
585,585,3000
586,586,1000
587,587,2500
588,588,3000
589,589,3000
590,590,3000
591,591,2000
592,592,2000
593,593,3000
594,594,500
595,595,2500
596,596,1000
597,597,3000
598,598,3000
599,599,1500
600,600,3000
601,601,3000
602,602,3000
603,603,1000
604,604,3000
605,605,2500
606,606,3000
607,607,1500
608,608,1000
609,609,3000
610,610,2000
611,611,2500
612,612,2500
613,613,1500
614,614,1500
615,615,2500
616,616,3000
617,617,500
618,618,500
619,619,1500
620,620,2000
621,621,2500
622,622,3000
623,623,1000
624,624,1000
625,625,2500
626,626,1500
627,627,3000
628,628,3000
629,629,500
630,630,3000
631,631,500
632,632,2500
633,633,3000
634,634,2500
635,635,1000
636,636,500
637,637,3000
638,638,500
639,639,500
640,640,3000
641,641,3000
642,642,1500
643,643,1500
644,644,2000
645,645,1500
646,646,3000
647,647,1000
648,648,3000
649,649,500
650,650,2000
651,651,1000
652,652,500
653,653,3000
654,654,2500
655,655,2000
656,656,1000
657,657,2000
658,658,500
659,659,1500
660,660,1500
661,661,2500
662,662,3000
663,663,2500
664,664,2500
665,665,3000
666,666,3000
667,667,2000
668,668,2500
669,669,1500
670,670,500
671,671,1500
672,672,1000
673,673,1500
674,674,3000
675,675,1500
676,676,500
677,677,1500
678,678,500
679,679,1500
680,680,3000
681,681,1000
682,682,2500
683,683,2500
684,684,2500
685,685,2000
686,686,500
687,687,3000
688,688,1000
689,689,2000
690,690,1000
691,691,1500
692,692,3000
693,693,3000
694,694,1500
695,695,1500
696,696,3000
697,697,1500
698,698,500
699,699,2500
700,700,1500
701,701,1000
702,702,1000
703,703,2000
704,704,2000
705,705,2500
706,706,1500
707,707,1500
708,708,3000
709,709,2000
710,710,1500
711,711,500
712,712,3000
713,713,1500
714,714,3000
715,715,2500
716,716,3000
717,717,2000
718,718,3000
719,719,3000
720,720,3000
721,721,3000
722,722,1500
723,723,2500
724,724,1000
725,725,3000
726,726,1000
727,727,3000
728,728,2500
729,729,3000
730,730,3000
731,731,1500
732,732,3000
733,733,1500
734,734,1500
735,735,500
736,736,2500
737,737,1500
738,738,1500
739,739,1500
740,740,500
741,741,1500
742,742,3000
743,743,3000
744,744,1500
745,745,3000
746,746,2000
747,747,1500
748,748,3000
749,749,3000
750,750,3000
751,751,3000
752,752,3000
753,753,3000
754,754,3000
755,755,1500
756,756,1500
757,757,1000
758,758,3000
759,759,3000
760,760,2500
761,761,2500
762,762,3000
763,763,3000
764,764,1000
765,765,3000
766,766,2000
767,767,1000
768,768,1500
769,769,3000
770,770,1000
771,771,2000
772,772,3000
773,773,3000
774,774,1500
775,775,2000
776,776,1500
777,777,2500
778,778,3000
779,779,1500
780,780,1000
781,781,500
782,782,2000
783,783,3000
784,784,1000
785,785,2500
786,786,2000
787,787,3000
788,788,2000
789,789,1500
790,790,3000
791,791,1500
792,792,3000
793,793,500
794,794,2500
795,795,2500
796,796,3000
797,797,500
798,798,2500
799,799,3000
800,800,1000
801,801,3000
802,802,3000
803,803,3000
804,804,2500
805,805,2000
806,806,1500
807,807,1500
808,808,3000
809,809,2500
810,810,3000
811,811,1500
812,812,1000
813,813,1500
814,814,500
815,815,3000
816,816,2000
817,817,3000
818,818,1500
819,819,1500
820,820,1500
821,821,3000
822,822,1500
823,823,1000
824,824,500
825,825,1000
826,826,500
827,827,3000
828,828,2000
829,829,3000
830,830,1000
831,831,1500
832,832,500
833,833,1500
834,834,3000
835,835,1500
836,836,500
837,837,2500
838,838,3000
839,839,1500
840,840,2500
841,841,3000
842,842,3000
843,843,3000
844,844,3000
845,845,3000
846,846,3000
847,847,1000
848,848,500
849,849,3000
850,850,500
851,851,500
852,852,500
853,853,1500
854,854,3000
855,855,500
856,856,1500
857,857,1000
858,858,2500
859,859,2500
860,860,3000
861,861,1500
862,862,3000
863,863,1000
864,864,3000
865,865,500
866,866,3000
867,867,3000
868,868,3000
869,869,2500
870,870,1500
871,871,3000
872,872,3000
873,873,1500
874,874,2000
875,875,1500
876,876,1500
877,877,1500
878,878,500
879,879,2500
880,880,2500
881,881,3000
882,882,1500
883,883,2500
884,884,3000
885,885,2500
886,886,3000
887,887,3000
888,888,3000
889,889,1000
890,890,3000
891,891,2500
892,892,500
893,893,1000
894,894,3000
895,895,1000
896,896,1500
897,897,500
898,898,3000
899,899,2000
900,900,3000
901,901,3000
902,902,2000
903,903,500
904,904,2500
905,905,1500
906,906,500
907,907,3000
908,908,3000
909,909,3000
910,910,500
911,911,2000
912,912,500
913,913,1000
914,914,1500
915,915,2000
916,916,1500
917,917,500
918,918,2000
919,919,1500
920,920,1000
921,921,500
922,922,3000
923,923,1500
924,924,3000
925,925,3000
926,926,500
927,927,1500
928,928,500
929,929,3000
930,930,1000
931,931,3000
932,932,3000
933,933,3000
934,934,1000
935,935,1500
936,936,1000
937,937,1500
938,938,2000
939,939,1000
940,940,500
941,941,2000
942,942,2000
943,943,2000
944,944,3000
945,945,1500
946,946,500
947,947,1500
948,948,1500
949,949,1500
950,950,2500
951,951,3000
952,952,3000
953,953,3000
954,954,3000
955,955,1500
956,956,2000
957,957,2500
958,958,1500
959,959,2500
960,960,1500
961,961,3000
962,962,2000
963,963,500
964,964,1500
965,965,3000
966,966,1500
967,967,2500
968,968,3000
969,969,1500
970,970,2500
971,971,1500
972,972,1500
973,973,1500
974,974,3000
975,975,1000
976,976,3000
977,977,2500
978,978,500
979,979,1500
980,980,1000
981,981,3000
982,982,1500
983,983,500
984,984,500
985,985,3000
986,986,1500
987,987,2000
988,988,2500
989,989,1500
990,990,1500
991,991,500
992,992,1500
993,993,1000
994,994,1000
995,995,1500
996,996,1500
997,997,3000
998,998,1500
999,999,3000
1000,1000,2000
1001,1001,3000
1002,1002,3000
1003,1003,3000
1004,1004,2500
1005,1005,1000
1006,1006,3000
1007,1007,3000
1008,1008,3000
1009,1009,3000
1010,1010,3000
1011,1011,500
1012,1012,2000
1013,1013,500
1014,1014,3000
1015,1015,3000
1016,1016,3000
1017,1017,1500
1018,1018,1000
1019,1019,1500
1020,1020,1500
1021,1021,1500
1022,1022,2500
1023,1023,1500
1024,1024,2500
1025,1025,3000
1026,1026,3000
1027,1027,2000
1028,1028,3000
1029,1029,500
1030,1030,1500
1031,1031,2500
1032,1032,1500
1033,1033,3000
1034,1034,3000
1035,1035,1500
1036,1036,3000
1037,1037,3000
1038,1038,500
1039,1039,500
1040,1040,500
1041,1041,2000
1042,1042,2500
1043,1043,2500
1044,1044,3000
1045,1045,1500
1046,1046,3000
1047,1047,3000
1048,1048,3000
1049,1049,3000
1050,1050,500
1051,1051,3000
1052,1052,3000
1053,1053,2000
1054,1054,500
1055,1055,1500
1056,1056,2500
1057,1057,2000
1058,1058,2500
1059,1059,3000
1060,1060,2000
1061,1061,2500
1062,1062,3000
1063,1063,2500
1064,1064,3000
1065,1065,3000
1066,1066,2500
1067,1067,2000
1068,1068,1500
1069,1069,2500
1070,1070,2500
1071,1071,1500
1072,1072,2000
1073,1073,2500
1074,1074,2500
1075,1075,1500
1076,1076,3000
1077,1077,2000
1078,1078,1500
1079,1079,1000
1080,1080,1000
1081,1081,3000
1082,1082,3000
1083,1083,3000
1084,1084,2500
1085,1085,3000
1086,1086,2000
1087,1087,1500
1088,1088,2000
1089,1089,1000
1090,1090,1500
1091,1091,3000
1092,1092,1500
1093,1093,1500
1094,1094,500
1095,1095,3000
1096,1096,1500
1097,1097,500
1098,1098,3000
1099,1099,1500
1100,1100,1500
1101,1101,3000
1102,1102,2000
1103,1103,1000
1104,1104,3000
1105,1105,3000
1106,1106,2500
1107,1107,1500
1108,1108,3000
1109,1109,500
1110,1110,3000
1111,1111,3000
1112,1112,1500
1113,1113,3000
1114,1114,2000
1115,1115,2500
1116,1116,2000
1117,1117,2500
1118,1118,2500
1119,1119,500
1120,1120,3000
1121,1121,1500
1122,1122,3000
1123,1123,500
1124,1124,2000
1125,1125,3000
1126,1126,1500
1127,1127,500
1128,1128,500
1129,1129,3000
1130,1130,1500
1131,1131,1500
1132,1132,500
1133,1133,500
1134,1134,3000
1135,1135,1500
1136,1136,3000
1137,1137,3000
1138,1138,3000
1139,1139,2000
1140,1140,1500
1141,1141,1500
1142,1142,3000
1143,1143,2500
1144,1144,500
1145,1145,1000
1146,1146,500
1147,1147,1500
1148,1148,1500
1149,1149,3000
1150,1150,1500
1151,1151,3000
1152,1152,1000
1153,1153,1500
1154,1154,1500
1155,1155,3000
1156,1156,3000
1157,1157,500
1158,1158,3000
1159,1159,3000
1160,1160,3000
1161,1161,3000
1162,1162,2500
1163,1163,3000
1164,1164,3000
1165,1165,3000
1166,1166,1000
1167,1167,1500
1168,1168,3000
1169,1169,1500
1170,1170,3000
1171,1171,1500
1172,1172,3000
1173,1173,500
1174,1174,3000
1175,1175,3000
1176,1176,1000
1177,1177,2000
1178,1178,2500
1179,1179,1500
1180,1180,1500
1181,1181,2000
1182,1182,3000
1183,1183,1500
1184,1184,3000
1185,1185,1500
1186,1186,500
1187,1187,2500
1188,1188,1500
1189,1189,1500
1190,1190,500
1191,1191,1500
1192,1192,1500
1193,1193,1000
1194,1194,3000
1195,1195,3000
1196,1196,2000
1197,1197,2500
1198,1198,3000
1199,1199,1500
1200,1200,3000
1201,1201,3000
1202,1202,3000
1203,1203,3000
1204,1204,2500
1205,1205,3000
1206,1206,2500
1207,1207,2500
1208,1208,3000
1209,1209,3000
1210,1210,2000
1211,1211,1500
1212,1212,3000
1213,1213,3000
1214,1214,3000
1215,1215,3000
1216,1216,3000
1217,1217,500
1218,1218,2000
1219,1219,2500
1220,1220,2000
1221,1221,3000
1222,1222,3000
1223,1223,1000
1224,1224,3000
1225,1225,1500
1226,1226,1500
1227,1227,2500
1228,1228,2000
1229,1229,3000
1230,1230,1000
1231,1231,2500
1232,1232,1000
1233,1233,3000
1234,1234,1000
1235,1235,1500
1236,1236,500
1237,1237,2000
1238,1238,3000
1239,1239,1000
1240,1240,1500
1241,1241,1000
1242,1242,500
1243,1243,3000
1244,1244,1500
1245,1245,2000
1246,1246,3000
1247,1247,1500
1248,1248,1000
1249,1249,2500
1250,1250,2500
1251,1251,500
1252,1252,1500
1253,1253,2500
1254,1254,3000
1255,1255,3000
1256,1256,2000
1257,1257,1000
1258,1258,2000
1259,1259,1500
1260,1260,3000
1261,1261,1000
1262,1262,2000
1263,1263,3000
1264,1264,3000
1265,1265,3000
1266,1266,3000
1267,1267,1500
1268,1268,500
1269,1269,2000
1270,1270,1000
1271,1271,3000
1272,1272,1000
1273,1273,3000
1274,1274,1500
1275,1275,1500
1276,1276,3000
1277,1277,3000
1278,1278,1000
1279,1279,500
1280,1280,2000
1281,1281,3000
1282,1282,3000
1283,1283,1000
1284,1284,1500
1285,1285,500
1286,1286,1500
1287,1287,3000
1288,1288,3000
1289,1289,2000
1290,1290,1500
1291,1291,2000
1292,1292,1500
1293,1293,2500
1294,1294,1500
1295,1295,1500
1296,1296,3000
1297,1297,3000
1298,1298,500
1299,1299,1500
1300,1300,3000
1301,1301,2000
1302,1302,3000
1303,1303,3000
1304,1304,1000
1305,1305,1500
1306,1306,2500
1307,1307,1000
1308,1308,3000
1309,1309,3000
1310,1310,3000
1311,1311,2000
1312,1312,1500
1313,1313,2500
1314,1314,1500
1315,1315,1000
1316,1316,2500
1317,1317,1000
1318,1318,3000
1319,1319,2500
1320,1320,3000
1321,1321,1500
1322,1322,2000
1323,1323,1000
1324,1324,1500
1325,1325,2500
1326,1326,1500
1327,1327,2000
1328,1328,2000
1329,1329,2500
1330,1330,2000
1331,1331,2000
1332,1332,3000
1333,1333,500
1334,1334,3000
1335,1335,3000
1336,1336,3000
1337,1337,1500
1338,1338,2500
1339,1339,3000
1340,1340,2000
1341,1341,1500
1342,1342,3000
1343,1343,2000
1344,1344,500
1345,1345,3000
1346,1346,2000
1347,1347,1500
1348,1348,1500
1349,1349,3000
1350,1350,3000
1351,1351,500
1352,1352,1500
1353,1353,1000
1354,1354,2500
1355,1355,1000
1356,1356,3000
1357,1357,3000
1358,1358,3000
1359,1359,3000
1360,1360,3000
1361,1361,1500
1362,1362,2000
1363,1363,3000
1364,1364,2500
1365,1365,1500
1366,1366,2500
1367,1367,2000
1368,1368,2000
1369,1369,1000
1370,1370,500
1371,1371,2000
1372,1372,500
1373,1373,3000
1374,1374,500
1375,1375,500
1376,1376,1500
1377,1377,500
1378,1378,3000
1379,1379,2000
1380,1380,1500
1381,1381,1000
1382,1382,3000
1383,1383,1500
1384,1384,3000
1385,1385,3000
1386,1386,1000
1387,1387,500
1388,1388,1500
1389,1389,2500
1390,1390,3000
1391,1391,3000
1392,1392,500
1393,1393,3000
1394,1394,1500
1395,1395,1000
1396,1396,1000
1397,1397,3000
1398,1398,3000
1399,1399,3000
1400,1400,500
1401,1401,3000
1402,1402,1500
1403,1403,3000
1404,1404,3000
1405,1405,2000
1406,1406,1500
1407,1407,500
1408,1408,2000
1409,1409,3000
1410,1410,2500
1411,1411,500
1412,1412,3000
1413,1413,1500
1414,1414,2500
1415,1415,500
1416,1416,3000
1417,1417,500
1418,1418,1500
1419,1419,1000
1420,1420,500
1421,1421,2500
1422,1422,1500
1423,1423,1500
1424,1424,1500
1425,1425,3000
1426,1426,1500
1427,1427,1500
1428,1428,1500
1429,1429,2500
1430,1430,1500
1431,1431,3000
1432,1432,1500
1433,1433,3000
1434,1434,1500
1435,1435,1500
1436,1436,3000
1437,1437,1500
1438,1438,1000
1439,1439,3000
1440,1440,2000
1441,1441,3000
1442,1442,3000
1443,1443,1000
1444,1444,3000
1445,1445,1000
1446,1446,1500
1447,1447,1500
1448,1448,1500
1449,1449,3000
1450,1450,3000
1451,1451,3000
1452,1452,1000
1453,1453,3000
1454,1454,500
1455,1455,3000
1456,1456,1500
1457,1457,2500
1458,1458,2500
1459,1459,1500
1460,1460,2500
1461,1461,1000
1462,1462,2000
1463,1463,3000
1464,1464,1500
1465,1465,500
1466,1466,2500
1467,1467,1500
1468,1468,500
1469,1469,500
1470,1470,1500
1471,1471,2000
1472,1472,2000
1473,1473,3000
1474,1474,2000
1475,1475,1000
1476,1476,3000
1477,1477,3000
1478,1478,3000
1479,1479,3000
1480,1480,3000
1481,1481,3000
1482,1482,1000
1483,1483,3000
1484,1484,500
1485,1485,1500
1486,1486,1500
1487,1487,2500
1488,1488,2000
1489,1489,2000
1490,1490,2000
1491,1491,1000
1492,1492,2000
1493,1493,1000
1494,1494,2500
1495,1495,1500
1496,1496,1000
1497,1497,1000
1498,1498,500
1499,1499,1000
1500,1500,1500
1501,1501,3000
1502,1502,3000
1503,1503,3000
1504,1504,3000
1505,1505,500
1506,1506,1000
1507,1507,1500
1508,1508,1000
1509,1509,1500
1510,1510,500
1511,1511,3000
1512,1512,1500
1513,1513,500
1514,1514,2000
1515,1515,2500
1516,1516,1500
1517,1517,1000
1518,1518,2500
1519,1519,2500
1520,1520,3000
1521,1521,1500
1522,1522,2500
1523,1523,3000
1524,1524,3000
1525,1525,1000
1526,1526,1000
1527,1527,3000
1528,1528,3000
1529,1529,3000
1530,1530,1500
1531,1531,500
1532,1532,3000
1533,1533,1000
1534,1534,3000
1535,1535,2000
1536,1536,1000
1537,1537,500
1538,1538,2000
1539,1539,1000
1540,1540,500
1541,1541,3000
1542,1542,3000
1543,1543,1500
1544,1544,1500
1545,1545,2000
1546,1546,2500
1547,1547,3000
1548,1548,3000
1549,1549,500
1550,1550,3000
1551,1551,1500
1552,1552,3000
1553,1553,3000
1554,1554,500
1555,1555,1500
1556,1556,1000
1557,1557,2000
1558,1558,2000
1559,1559,1000
1560,1560,2500
1561,1561,1500
1562,1562,2000
1563,1563,2000
1564,1564,500
1565,1565,2500
1566,1566,1500
1567,1567,1500
1568,1568,500
1569,1569,1500
1570,1570,500
1571,1571,2000
1572,1572,1500
1573,1573,3000
1574,1574,2500
1575,1575,3000
1576,1576,3000
1577,1577,2000
1578,1578,3000
1579,1579,1500
1580,1580,1000
1581,1581,3000
1582,1582,3000
1583,1583,500
1584,1584,1500
1585,1585,1500
1586,1586,3000
1587,1587,2500
1588,1588,1500
1589,1589,1500
1590,1590,1500
1591,1591,1000
1592,1592,3000
1593,1593,3000
1594,1594,3000
1595,1595,1500
1596,1596,1500
1597,1597,1500
1598,1598,1500
1599,1599,3000
1600,1600,2500
1601,1601,3000
1602,1602,3000
1603,1603,3000
1604,1604,3000
1605,1605,3000
1606,1606,2000
1607,1607,500
1608,1608,1500
1609,1609,2000
1610,1610,2000
1611,1611,2500
1612,1612,1500
1613,1613,500
1614,1614,3000
1615,1615,3000
1616,1616,500
1617,1617,3000
1618,1618,500
1619,1619,3000
1620,1620,2500
1621,1621,3000
1622,1622,3000
1623,1623,2500
1624,1624,2000
1625,1625,2000
1626,1626,2500
1627,1627,3000
1628,1628,2500
1629,1629,1500
1630,1630,1500
1631,1631,1500
1632,1632,1500
1633,1633,2500
1634,1634,1000
1635,1635,1500
1636,1636,2000
1637,1637,1500
1638,1638,1500
1639,1639,2000
1640,1640,1500
1641,1641,3000
1642,1642,3000
1643,1643,2000
1644,1644,1500
1645,1645,2000
1646,1646,3000
1647,1647,3000
1648,1648,3000
1649,1649,3000
1650,1650,2000
1651,1651,3000
1652,1652,500
1653,1653,1000
1654,1654,2500
1655,1655,3000
1656,1656,3000
1657,1657,2500
1658,1658,2500
1659,1659,1500
1660,1660,3000
1661,1661,1000
1662,1662,1500
1663,1663,3000
1664,1664,3000
1665,1665,2500
1666,1666,3000
1667,1667,3000
1668,1668,2000
1669,1669,2000
1670,1670,3000
1671,1671,1000
1672,1672,500
1673,1673,2500
1674,1674,3000
1675,1675,3000
1676,1676,500
1677,1677,500
1678,1678,3000
1679,1679,3000
1680,1680,1500
1681,1681,3000
1682,1682,3000
1683,1683,3000
1684,1684,1000
1685,1685,1000
1686,1686,1500
1687,1687,1000
1688,1688,2500
1689,1689,3000
1690,1690,3000
1691,1691,3000
1692,1692,1500
1693,1693,3000
1694,1694,1500
1695,1695,3000
1696,1696,3000
1697,1697,2000
1698,1698,1500
1699,1699,1000
1700,1700,1000
1701,1701,1000
1702,1702,1000
1703,1703,500
1704,1704,2000
1705,1705,500
1706,1706,1000
1707,1707,2500
1708,1708,1500
1709,1709,1500
1710,1710,1000
1711,1711,2500
1712,1712,3000
1713,1713,3000
1714,1714,3000
1715,1715,1500
1716,1716,3000
1717,1717,1500
1718,1718,3000
1719,1719,3000
1720,1720,1500
1721,1721,1000
1722,1722,3000
1723,1723,1000
1724,1724,1500
1725,1725,3000
1726,1726,1500
1727,1727,3000
1728,1728,3000
1729,1729,2000
1730,1730,2500
1731,1731,500
1732,1732,1500
1733,1733,1500
1734,1734,2000
1735,1735,500
1736,1736,2000
1737,1737,3000
1738,1738,500
1739,1739,1500
1740,1740,500
1741,1741,3000
1742,1742,1500
1743,1743,2500
1744,1744,2000
1745,1745,1000
1746,1746,3000
1747,1747,2500
1748,1748,500
1749,1749,3000
1750,1750,2500
1751,1751,1500
1752,1752,1500
1753,1753,2000
1754,1754,2000
1755,1755,3000
1756,1756,1500
1757,1757,3000
1758,1758,1000
1759,1759,3000
1760,1760,1500
1761,1761,3000
1762,1762,2500
1763,1763,500
1764,1764,2000
1765,1765,2000
1766,1766,2000
1767,1767,1500
1768,1768,3000
1769,1769,2500
1770,1770,500
1771,1771,3000
1772,1772,3000
1773,1773,1500
1774,1774,500
1775,1775,3000
1776,1776,3000
1777,1777,1500
1778,1778,3000
1779,1779,1500
1780,1780,3000
1781,1781,3000
1782,1782,2000
1783,1783,3000
1784,1784,3000
1785,1785,3000
1786,1786,3000
1787,1787,3000
1788,1788,2000
1789,1789,500
1790,1790,3000
1791,1791,1000
1792,1792,3000
1793,1793,3000
1794,1794,1500
1795,1795,1500
1796,1796,2500
1797,1797,2500
